Class,area,b1,b1_1,b1_2,b2,b2_2,b2_3,b2_diss,b2_savg,b3,b3_2,b3_3,b3_corr,b3_diss,b3_savg,perimeter
0,4,15500,383,15292,14200,372,13912,322,28422,13300,395,13030,7,337,26608,5900
0,1,17200,568,17555,16100,613,16569,766,32025,15300,612,15932,30,793,30439,4000
0,4,15600,957,16533,14300,992,15441,962,27741,13800,983,14955,6,975,26662,8200
0,4,10500,688,11647,10000,645,10929,650,20429,9200,627,10237,14,647,18622,6900
0,2,13200,1512,15044,11900,1505,13651,1504,25433,11600,1472,13214,17,1541,24858,3800
0,3,16600,1193,17349,15400,1151,16001,331,31506,15000,1116,15326,-11,325,30508,6600
0,14,14600,989,13762,12900,983,12134,725,25204,12100,1005,11464,19,687,23658,16300
0,6,17400,715,16487,16100,778,15073,1206,31768,15000,784,14256,15,1206,29727,10400
0,8,16300,680,16214,14700,649,14961,266,29695,14000,673,14268,25,266,28295,14600
0,7,17700,1090,18156,16400,1077,17095,704,32767,15600,1114,16441,-6,743,32018,8600
0,7,17800,1090,18156,16700,1077,17095,393,32767,16200,1114,16441,23,470,32716,8600
0,1,12800,2134,13981,11600,2138,12751,1358,22179,11200,2201,12443,18,1337,21458,3000
0,11,11800,594,12743,10300,587,11256,829,21154,9800,585,10648,14,797,20143,14900
0,1,11800,1653,12005,14300,1382,14500,1652,26547,9200,1240,10164,-13,1422,16677,2600
0,7,18700,1265,17788,17600,1266,16634,575,32767,16900,1243,16065,-9,620,32767,9100
0,5,15400,1330,16454,14200,1295,15290,1558,28641,13700,1301,14907,4,1577,27760,12300
0,1,8900,1653,12005,11700,1382,14500,1825,23645,8600,1240,10164,28,1591,17524,2600
0,1,12800,659,12293,13000,667,12353,731,25477,11300,635,10710,8,752,22156,4000
0,10,11400,786,12556,10100,779,11409,1037,21637,8900,779,9955,-33,979,19187,18100
0,4,15600,957,16533,14300,992,15441,962,27741,13800,983,14955,6,975,26662,8200
0,5,14900,563,15478,13800,540,14246,514,28139,12800,540,13316,3,535,26218,6000
0,0,10100,832,10471,9000,815,9400,995,18929,8100,811,8442,-6,937,17075,2100
0,9,15500,884,14784,14300,882,13607,597,28660,12900,868,12204,-31,639,25781,11200
0,8,16600,680,16214,15400,649,14961,545,30516,14800,673,14268,-18,564,29410,14600
0,2,12000,592,12873,10900,591,11766,989,23756,10200,588,10967,-31,989,22356,5800
0,4,14600,1188,14788,13800,1199,13876,462,27166,12100,1193,12260,7,372,23756,7200
0,6,15400,1293,17450,14600,1349,16426,2087,29362,13800,1364,15766,26,2164,27772,10300
0,6,16400,793,16512,14800,798,15018,389,29968,14100,818,14309,2,366,28529,7500
0,4,11900,731,12082,10400,731,10679,345,20870,10100,734,10347,-20,345,20270,6200
0,10,13200,1368,13969,13100,1439,13650,2381,24631,10900,1575,11870,6,2412,20191,14300
0,7,7400,1121,6895,10000,1264,9798,1525,19141,7800,1147,7494,20,1393,14839,9700
0,5,10800,505,10393,9400,488,9136,164,18572,9000,489,8648,0,172,17768,8700
0,4,4900,1390,7290,7900,1160,9129,1627,18535,5300,1019,7327,-38,1668,13360,5900
0,5,14000,1025,14109,12800,951,13141,610,25531,11400,988,11578,22,620,22825,7400
0,7,14500,456,14651,13300,430,13324,635,25864,12400,441,12450,0,620,24050,14600
0,9,14700,1048,15192,13700,1097,14445,435,27714,12000,1072,12764,4,466,24537,11600
0,4,15800,1182,15580,15600,1225,15090,1437,31308,12300,1077,12271,25,1510,24747,6600
0,9,15400,1048,15192,14500,1097,14445,772,27635,13100,1072,12764,-6,789,24831,11600
0,4,17300,957,16533,16400,992,15441,520,32729,15800,983,14955,0,502,31568,8200
0,6,9500,980,8517,9800,857,10375,281,20014,8600,756,8420,11,341,17654,10000
0,2,9400,864,9715,8000,897,8390,293,15806,7600,881,7968,28,283,14937,3800
0,2,13300,448,13304,11900,416,12011,268,23981,11600,423,11638,5,247,23302,4100
0,4,6300,1014,5859,9700,1137,9593,1339,19510,6400,1069,6075,-18,1329,12979,7300
0,4,14600,383,15292,13200,372,13912,791,27562,12300,395,13030,-1,779,25733,5900
0,6,5400,1161,5356,9600,1154,9150,435,18777,6500,1147,6269,-16,447,12627,7800
0,11,20000,1286,20525,19300,1269,19824,2256,32767,19400,1337,19550,21,2383,32767,17200
0,3,11400,811,11882,9900,810,10406,1045,20600,9200,831,9844,9,1058,19229,5600
0,4,12700,1004,12063,11900,903,11445,491,24112,11200,978,10607,14,468,22777,7300
0,3,15100,679,14687,13900,663,13519,518,27139,12900,726,12700,-11,497,25193,5300
0,2,15200,1321,15110,14400,1335,13913,2116,28416,13300,1455,13007,23,2218,26152,5100
0,5,14700,947,13784,13100,910,12029,1085,26681,12500,924,11315,8,1104,25441,6300
0,3,12400,1293,12543,11800,1253,11691,931,23010,9700,1234,9856,15,1052,18839,5900
0,7,18400,1135,18019,17400,1152,17028,1022,32767,17000,1257,16588,31,1070,32767,8900
0,7,20200,1265,17788,19100,1266,16634,1037,32767,18500,1243,16065,22,1050,32767,9100
0,2,16900,576,16794,15500,574,15389,887,31437,14900,573,14732,24,868,30252,5000
0,6,11600,591,10873,10300,617,9517,435,20343,9600,587,8946,30,435,18943,9900
0,10,12500,786,12556,11400,779,11409,562,22350,10300,779,9955,-4,522,20110,18100
0,2,8700,864,9715,7300,897,8390,866,15783,6900,881,7968,-2,866,14983,3800
0,3,12900,772,13177,11800,723,12111,1329,25441,10800,835,11179,0,1366,23495,6400
0,2,12400,452,12176,11200,495,10980,410,21927,10700,475,10420,-19,379,20916,4400
0,6,10900,591,10873,9500,617,9517,491,19112,9000,587,8946,30,429,18187,9900
0,5,14500,1025,14109,13800,951,13141,910,26681,12000,988,11578,10,958,23120,7400
0,6,16000,663,15514,14900,615,14602,520,30770,13900,676,13486,-18,535,28702,12400
0,4,13400,919,12824,13800,1118,12721,547,28089,11700,921,10897,15,704,23879,5000
0,7,6300,1121,6895,8800,1264,9798,387,18116,6600,1147,7494,-46,412,13820,9700
0,3,25000,3296,17559,25300,3658,16470,3456,32767,25300,3758,16231,11,3356,32767,7400
0,6,13200,1308,13600,12100,1272,12451,1145,22370,10800,1270,10611,-14,1156,19602,9700
0,5,16500,1064,16555,15600,1040,15595,306,31352,15000,1019,15152,5,322,30285,9100
0,4,14600,1188,14788,14000,1199,13876,347,27689,12100,1193,12260,-18,358,23958,7200
0,3,14500,800,15467,13000,799,14047,477,26097,12400,798,13193,26,497,24818,5400
0,5,16900,845,17196,15600,808,15944,306,31343,14500,901,15131,15,304,29212,6500
0,12,15200,1364,13515,13900,1286,12604,772,26277,12700,1218,11045,-30,789,23852,16600
0,2,12000,734,12998,11300,711,12047,1393,24564,10000,768,10982,0,1479,22112,3400
0,7,16100,690,14634,15000,759,13180,1095,30412,14400,805,12424,20,1097,29118,11600
0,6,17700,1293,17450,16300,1349,16426,614,32197,15500,1364,15766,13,558,30583,10300
0,6,11800,953,11232,10700,954,10021,912,21025,9700,939,9048,-6,964,18877,8500
0,4,10300,871,9292,9700,1144,8439,658,18916,7600,930,6590,4,495,14825,7800
0,9,14100,1048,15192,13200,1097,14445,654,27087,11600,1072,12764,-45,641,23808,11600
0,1,14200,837,13410,14500,812,14150,414,28764,12100,802,11492,0,397,23806,2400
0,4,11500,1916,14081,10200,1890,12598,1114,21139,9400,1821,11852,12,1114,19647,8600
0,6,10900,1204,11180,10100,1182,10294,860,21247,8700,1208,9152,-11,925,18645,9500
0,1,11000,1797,9442,13600,1335,12392,3118,23485,10800,1456,9464,-20,3106,17993,2600
0,4,16600,459,16959,15200,466,15424,606,31110,14400,475,14687,-4,612,29525,6800
0,5,17300,845,17196,16000,808,15944,383,31816,14900,901,15131,-15,425,29591,6500
0,6,6600,1161,5356,10500,1154,9150,587,21054,7700,1147,6269,7,608,15375,7800
0,0,9000,439,8923,8100,449,7957,1085,17160,6600,410,6609,-7,1102,14214,2000
0,6,14200,1698,15120,13100,1770,13856,1412,26754,12600,1809,13311,15,1416,25650,10100
0,0,12200,1683,13180,11700,1533,12540,1345,24791,9600,1678,10590,-21,1429,20858,1000
0,12,13800,1364,13515,12900,1286,12604,947,25656,11500,1218,11045,0,877,22781,16600
0,3,16300,481,15457,14800,468,14027,620,29250,13900,481,13173,29,658,27525,5300
0,6,10800,844,11518,9800,842,10516,752,19927,8300,838,8823,-22,781,16847,9400
0,1,14000,1232,15305,13000,1072,14114,866,25383,11100,1086,12237,29,870,21633,3000
0,3,17400,1193,17349,16300,1151,16001,2302,32767,15900,1116,15326,6,2368,32767,6600
0,0,15100,1568,14259,13600,1551,12745,1081,26243,12800,1463,12022,25,1104,24787,2000
0,1,15800,1651,19013,14900,1637,18072,1689,32256,14600,1645,17777,-4,1700,31695,3000
0,3,11800,891,12260,10600,883,11148,1083,21075,10000,881,10531,32,1066,19850,6100
0,7,9900,898,8599,10200,652,10164,400,21120,9000,622,8468,0,441,18612,11000
0,11,12600,911,12529,11600,866,11637,270,23416,11000,944,11042,13,289,22202,18000
0,8,18300,1240,17057,16900,1217,15794,604,32767,16000,1178,15029,17,593,31697,11200
0,3,16200,597,16127,14800,601,14689,650,30095,14100,615,13994,-19,654,28616,6900
0,4,9000,871,9292,7700,1144,8439,979,16570,6100,930,6590,7,966,13212,7800
0,3,17800,1334,18500,16700,1373,17542,1170,32767,16200,1432,17068,19,1197,32622,7900
0,4,14800,1916,14081,13300,1890,12598,825,26616,12500,1821,11852,13,845,24937,8600
0,6,15100,1352,15252,14500,1277,13837,1054,27554,13300,1142,12846,-9,1093,25114,10500
0,4,12800,1182,15580,12200,1225,15090,1945,26908,9800,1077,12271,1,1881,22010,6600
0,4,10900,1004,12063,9900,903,11445,1125,21683,9100,978,10607,-27,1118,20018,7300
0,12,12300,1364,13515,11700,1286,12604,991,24895,9900,1218,11045,15,1087,21329,16600
0,4,15600,957,16533,14800,992,15441,670,29787,14300,983,14955,12,695,28866,8200
0,1,12100,778,12096,10700,831,10736,729,20137,10300,756,10223,-10,720,19312,2900
0,7,17700,1090,18156,16600,1077,17095,262,32767,15900,1114,16441,5,247,31735,8600
0,5,14800,1150,14825,14200,1165,14107,1066,28145,11700,1094,11564,14,1131,23185,6700
0,4,18400,2039,21024,17500,2043,20311,1195,32767,17200,2102,20243,13,1227,32767,6600
0,1,19500,888,18173,18400,870,17186,1550,32767,18000,884,16753,5,1570,32767,4200
0,6,15500,1698,15120,14000,1770,13856,881,28664,13400,1809,13311,-15,881,27464,10100
0,8,18500,910,18771,17500,903,17775,587,32767,17000,887,17221,24,581,32767,11500
0,7,19400,1265,17788,18000,1266,16634,1233,32767,17400,1243,16065,-31,1258,32767,9100
0,11,13800,594,12743,12200,587,11256,631,23539,11700,585,10648,1,614,22485,14900
0,4,11300,618,10299,10300,643,9338,497,19997,8800,563,7840,12,502,16943,7600
0,2,15000,870,15928,13900,832,14767,658,27683,12700,949,13850,-6,681,25347,3900
0,5,14500,534,14165,13100,522,12870,1072,25622,12700,506,12308,-3,1077,24768,8100
0,11,13400,594,12743,11800,587,11256,583,23266,11200,585,10648,20,568,22131,14900
0,9,13700,884,14784,12400,882,13607,456,25185,11300,868,12204,29,395,23025,11200
0,6,15500,766,15086,14000,755,13760,406,27768,13000,835,12907,17,379,25704,12400
0,2,12700,592,12873,11500,591,11766,258,23029,10800,588,10967,24,258,21629,5800
0,4,12000,1557,12041,10600,1514,10696,806,22260,10300,1461,10349,0,802,21635,6300
0,4,16100,442,16422,14900,435,15097,504,30312,13900,454,14157,16,512,28441,4500
0,9,15000,1100,13359,14000,1096,12165,1108,28329,12900,1112,11091,41,1108,26050,15500
0,5,13300,947,13784,11800,910,12029,1447,24393,11100,924,11315,-1,1525,23087,6300
0,2,12700,1049,14739,11500,1099,13611,1122,25068,11500,1063,13370,-21,1091,24975,4800
0,2,13500,2136,14310,12200,2190,13068,1031,25193,11900,2230,12800,14,1041,24583,3700
0,7,12300,552,11286,11300,546,10207,1093,21110,9800,516,8763,8,979,18258,13000
0,3,14700,400,15178,13200,409,13718,845,27612,12600,403,12934,-17,893,26456,5500
0,8,19600,910,18771,18600,903,17775,1335,32767,18300,887,17221,-33,1341,32767,11500
0,5,11900,4152,13807,10400,4552,12352,2050,23787,9600,4786,11556,14,2079,22083,6000
0,8,15200,1218,14796,13700,1206,13412,360,27777,13000,1319,12686,31,400,26445,9100
0,2,16300,882,16051,14900,858,14712,512,29733,14400,847,14140,23,545,28629,4100
0,5,16600,1064,16555,15600,1040,15595,952,32527,15200,1019,15152,0,958,31712,9100
0,6,25400,2691,16683,25100,2992,15291,3406,32767,24900,3148,14760,0,3462,32767,7900
0,6,14600,766,15086,13500,755,13760,406,27368,12600,835,12907,8,433,25633,12400
0,4,9100,535,8961,7700,577,7721,343,15102,7200,578,7250,-22,343,14131,7700
0,7,12900,920,12856,11400,922,11696,408,23191,10100,928,10122,-5,414,20606,12800
0,2,15900,882,16051,14500,858,14712,468,28389,13900,847,14140,-20,433,27125,4100
0,4,16400,873,17350,15300,855,16163,743,31347,14400,864,15344,-2,739,29681,8000
0,1,11600,681,12865,10300,668,11450,1233,22995,9300,635,10123,-5,1250,20762,2600
0,6,13100,1698,15120,11900,1770,13856,1295,23658,11300,1809,13311,10,1295,22458,10100
0,14,15500,1502,12901,14000,1493,11278,2577,26302,13200,1585,10538,27,2597,24652,20400
0,14,14500,1502,12901,12700,1493,11278,1252,23722,11700,1585,10538,-19,1252,21722,20400
0,0,16600,717,16560,15400,715,15360,1199,29670,15100,706,14980,14,1247,28818,1000
0,3,17500,564,16962,16100,552,15550,1006,32767,15300,580,14795,27,1022,31439,4700
0,4,12100,1158,11479,11300,1081,11046,681,22418,9300,1101,8942,26,687,18512,7500
0,1,18100,846,17151,17700,856,16703,587,32767,14900,764,14020,-26,539,29518,2400
0,3,12200,630,12597,10900,620,11465,662,22041,9400,593,9933,-1,656,19056,7700
0,7,13600,1375,12528,12200,1396,11107,1041,23108,11600,1416,10479,-1,902,21952,9900
0,3,14100,576,14533,12800,633,13477,725,25850,11900,569,12435,33,724,24050,5900
0,4,13900,1916,14081,12400,1890,12598,1229,25883,11600,1821,11852,-26,1220,24233,8600
0,3,20800,805,19596,19600,810,18589,1735,32767,19200,808,18072,-35,1710,32767,6500
0,2,11100,872,10474,10100,979,9634,1031,19872,8500,781,7913,37,887,16475,4000
0,5,9600,815,10557,11100,779,11649,681,21618,8700,637,9296,18,691,16858,9200
0,2,12700,872,10474,12200,979,9634,1181,22468,10100,781,7913,-34,1064,18327,4000
0,2,12800,676,13325,11400,716,12277,1081,24397,10600,658,11251,3,1035,22664,4800
0,6,16400,793,16512,14800,798,15018,389,29968,14100,818,14309,2,366,28529,7500
0,2,14000,592,12873,12800,591,11766,1537,23191,12200,588,10967,5,1456,22031,5800
0,7,8500,898,8599,10200,652,10164,783,20554,8500,622,8468,21,1110,17331,11000
0,8,18400,910,18771,17300,903,17775,752,32767,16700,887,17221,16,737,32767,11500
0,5,10600,505,10393,9300,488,9136,416,18112,8800,489,8648,14,425,17266,8700
0,1,15400,962,15383,15000,920,14945,1272,30122,12000,1073,12166,6,1360,24231,3500
0,3,17300,741,16725,16300,740,15545,320,32037,15900,763,14846,-27,343,31322,4800
0,3,14000,1157,13585,13300,1105,12735,1235,25843,11200,1093,10714,25,1239,21697,5200
0,12,14600,825,14510,13000,822,13059,385,25881,12400,792,12385,-15,408,24745,12200
0,5,18400,1839,15095,17800,1970,13936,4095,32767,16700,2053,12720,27,4133,31975,9300
0,3,13900,679,14687,12800,663,13519,531,26064,11900,726,12700,6,470,24199,5300
0,4,13200,925,13233,11800,1038,11900,272,23060,11400,1061,11475,-15,243,22339,6600
0,3,17200,1058,18714,16300,1072,17750,831,32767,15700,1088,17163,20,837,31687,4800
0,10,9900,1141,10965,8600,1145,9863,797,17306,7700,1138,8956,24,768,15585,16500
0,1,16500,1094,16871,15600,1092,16028,1316,31066,14400,1121,14733,-2,1320,28612,3700
0,6,12900,970,12282,11700,946,11150,1185,23468,11300,978,10759,-5,1227,22797,7200
0,7,15900,1265,17788,14800,1266,16634,1525,30408,14300,1243,16065,28,1497,29264,9100
0,9,14900,1048,15192,14100,1097,14445,1058,28870,12400,1072,12764,0,1068,25431,11600
0,2,11000,721,11448,9700,701,10321,1450,21370,9400,709,9940,2,1452,20781,4600
0,7,10800,552,11286,9800,546,10207,358,19133,8300,516,8763,-40,350,16183,13000
0,5,17300,845,17196,16000,808,15944,685,32718,15300,901,15131,15,658,31145,6500
0,6,10400,953,11232,9200,954,10021,450,18516,8200,939,9048,-8,458,16570,8500
0,9,15700,884,14784,14400,882,13607,447,28227,13000,868,12204,0,379,25520,11200
0,6,12600,1204,11180,11600,1182,10294,887,22112,10400,1208,9152,21,902,19727,9500
0,5,14100,534,14165,12700,522,12870,939,25922,12200,506,12308,-22,879,24804,8100
0,6,14800,967,14580,13800,824,13904,512,28370,12800,927,12717,-14,535,26360,9300
0,2,13400,734,12998,12500,711,12047,793,25431,11400,768,10982,18,856,23260,3400
0,1,17500,1094,16871,16300,1092,16028,1920,29987,15200,1121,14733,-38,1852,27881,3700
0,4,13600,925,13233,12600,1038,11900,635,25918,12300,1061,11475,-17,641,25250,6600
0,10,13400,786,12556,12000,779,11409,1037,24041,10800,779,9955,36,1029,21562,18100
0,0,19500,557,19039,18500,563,18030,860,32767,17900,566,17404,-41,866,32767,2000
0,7,14400,905,12930,13200,902,11917,1593,26231,11400,886,10187,14,1616,22512,9400
0,3,7400,1283,6827,9900,1232,9962,2012,22408,6600,1160,6396,-21,2018,15847,6500
0,1,14500,1232,15305,13300,1072,14114,1127,26335,11400,1086,12237,10,1131,22560,3000
0,3,14800,576,14533,13500,633,13477,587,27683,12600,569,12435,25,620,25616,5900
0,7,10800,552,11286,9800,546,10207,527,19564,8300,516,8763,-4,497,16564,13000
0,5,25500,4152,13807,25500,4552,12352,4345,32767,25400,4786,11556,4,4541,32767,6000
0,7,14600,704,14485,14600,735,14206,160,29560,11100,683,11049,-25,172,22614,10500
0,3,18900,805,19596,17900,810,18589,1341,32767,17400,808,18072,38,1354,32767,6500
0,7,8800,1121,6895,11600,1264,9798,1306,21806,9300,1147,7494,4,1243,17314,9700
0,7,16800,1135,18019,15700,1152,17028,670,32375,14900,1257,16588,7,735,30897,8900
0,4,16900,459,16959,15500,466,15424,547,31052,14800,475,14687,20,585,29706,6800
0,8,19100,910,18771,18100,903,17775,922,32767,17500,887,17221,-15,918,32767,11500
0,4,14300,751,14201,12700,771,12672,308,25766,12100,769,12094,-19,331,24527,6500
0,3,16400,1518,15768,15300,1551,14373,1775,30191,14600,1494,13850,13,1795,28712,5800
0,7,17000,1135,18019,16100,1152,17028,600,32767,15600,1257,16588,-6,608,32008,8900
0,5,10200,766,10379,9200,739,9361,570,18208,7900,735,7967,29,604,15479,7600
0,7,17600,1265,17788,16400,1266,16634,775,32767,15900,1243,16065,1,750,31937,9100
0,4,14000,861,14627,13100,835,13990,1141,26370,11100,801,11728,17,1127,22435,6900
0,1,14300,827,14774,12500,821,13151,1589,23531,11500,873,12397,12,1614,21531,4100
0,3,15700,528,15740,14200,497,14446,164,28247,13500,527,13543,-25,212,26754,6200
0,8,12700,984,13706,11300,941,12122,764,23339,10300,937,11083,10,775,21379,12700
0,12,13600,825,14510,12000,822,13059,606,24381,11400,792,12385,12,612,23087,12200
0,3,24700,3296,17559,24300,3658,16470,5654,32767,24600,3758,16231,-9,5524,32767,7400
0,4,5700,1014,5859,9100,1137,9593,1681,20068,6000,1069,6075,4,1547,13835,7300
0,4,16800,699,17271,15300,757,16015,410,31010,14600,830,15405,10,454,29545,6300
0,6,16400,715,16487,14900,778,15073,289,30077,14000,784,14256,-8,264,28381,10400
0,6,10800,689,9462,9600,675,8310,906,17610,7900,659,6646,-15,839,14314,9500
0,5,13300,858,12182,13600,772,12586,556,26652,11200,790,10211,13,587,21891,6800
0,5,10100,766,10379,8900,739,9361,1052,16814,7400,735,7967,3,1047,13889,7600
0,2,15900,576,16794,14400,574,15389,1122,30439,13900,573,14732,7,1100,29320,5000
0,4,13600,785,12447,12400,785,11125,1447,25493,12100,789,10584,34,1479,24695,6900
0,5,14500,1330,16454,13500,1295,15290,1610,26589,13000,1301,14907,18,1595,25762,12300
0,5,15200,1819,16785,14100,1865,15616,1039,28702,13800,1936,15326,4,1010,27997,6300
0,8,15200,1218,14796,13700,1206,13412,908,27300,13200,1319,12686,25,925,26325,9100
0,9,9500,852,9557,8200,844,8303,372,16581,7700,851,7759,5,387,15625,12600
0,6,17600,1293,17450,16400,1349,16426,575,32670,15600,1364,15766,30,604,31070,10300
0,6,13900,766,15086,12500,755,13760,833,25812,11600,835,12907,-20,831,23947,12400
0,4,16100,560,15631,14700,528,14361,410,29306,13900,540,13489,14,447,27760,6900
0,9,12400,884,14784,11300,882,13607,1039,23989,10000,868,12204,17,1104,21216,11200
0,7,13500,1500,13520,12300,1478,12374,443,24347,11900,1536,11937,23,443,23547,11000
0,2,13200,448,13304,11900,416,12011,491,24462,11600,423,11638,13,479,23833,4100
0,2,11600,496,12089,10200,453,10546,279,20483,9500,437,9852,-6,268,19172,4700
0,0,12900,311,12825,11300,287,11250,1054,24170,10700,311,10625,7,1047,22906,400
0,2,12700,1457,11825,11400,1539,10540,572,23110,10800,1631,10006,-4,579,21925,5000
0,4,15800,699,17271,14400,757,16015,537,29366,13700,830,15405,10,479,27912,6300
0,0,18200,951,18600,16700,939,17133,1010,32767,15900,963,16288,17,1027,31193,800
0,4,12000,1004,12063,11800,903,11445,889,24164,10600,978,10607,-4,941,21675,7300
0,12,14800,1364,13515,14000,1286,12604,1629,26770,12400,1218,11045,-8,1604,23595,16600
0,0,13700,659,14590,13700,724,14690,522,27335,10800,625,11709,-14,520,21441,1100
0,1,10300,669,9588,9100,701,8580,825,16862,7400,646,7085,-1,820,13700,3200
0,4,12300,785,12447,11000,785,11125,693,22402,10400,789,10584,19,693,21202,6900
0,7,12900,1375,12528,11400,1396,11107,1389,21206,10600,1416,10479,7,1364,19581,9900
0,2,16100,781,14319,15300,812,13537,1064,28472,13500,777,11887,-11,1052,24927,3800
0,3,12800,1179,13577,11900,1056,12754,1318,24693,10000,1095,10829,7,1349,20983,6200
0,7,6400,1121,6895,10000,1264,9798,689,18985,7500,1147,7494,8,691,14104,9700
0,5,16100,731,16815,14800,719,15493,518,29693,13900,749,14607,20,545,27879,6600
0,7,5900,1121,6895,7700,1264,9798,885,16831,5800,1147,7494,-7,783,12916,9700
0,7,13800,910,13155,13000,901,11747,862,25579,11600,840,10734,-16,910,22685,10100
0,4,11300,1158,11479,10600,1081,11046,504,21912,8600,1101,8942,25,475,17858,7500
0,4,13600,549,12673,12200,563,11331,362,24291,11200,528,10325,20,337,22266,5300
0,10,11600,1141,10965,10800,1145,9863,793,20343,9500,1138,8956,28,808,17758,16500
0,1,17100,1403,15030,15900,1273,14042,1670,29287,14200,1449,12260,-11,1710,25981,3000
0,4,17500,862,18075,16100,871,16720,952,30477,15200,857,15953,4,979,28662,5200
0,2,14100,448,13304,12700,416,12011,366,24579,12400,423,11638,-1,418,23831,4100
0,3,12100,772,13177,11000,723,12111,420,21608,10200,835,11179,-17,445,19979,6400
0,3,16700,597,16127,15300,601,14689,979,29616,14500,615,13994,11,937,28095,6900
0,4,18000,862,18075,16700,871,16720,454,32767,15800,857,15953,7,468,32210,5200
0,9,11800,1247,12743,10500,1287,11544,577,21181,10100,1210,10974,14,556,20302,10600
0,5,10700,505,10393,9600,488,9136,645,18475,9100,489,8648,8,631,17539,8700
2,1,22800,1164,24615,22900,1210,24541,3068,32767,23400,872,24891,31,2620,32767,3400
2,7,8500,1633,9442,8000,1617,8679,1747,18052,6500,1508,7541,-9,1743,15047,11100
2,4,1800,1629,4386,1800,1657,4200,1056,5485,2400,1401,4209,-22,1022,6556,5500
2,9,23300,2412,23502,23000,2545,23291,854,32767,23300,2489,23408,17,797,32767,11700
2,6,2400,2398,4523,2400,2541,4391,1233,6400,3100,2721,4888,-32,1218,7785,6900
2,3,12500,2751,5190,13000,2974,5476,5197,25910,14800,3100,6076,21,5189,29056,6600
2,9,9000,1734,11918,9000,1757,11663,1800,16566,7900,1755,9850,33,1562,14766,11500
2,16,10600,3029,10756,10400,2922,10548,6181,28181,11600,2384,8948,-21,5958,30216,24300
2,7,3400,2394,3635,3100,2440,3580,754,5016,3500,2595,3683,-12,679,5866,7600
2,9,9800,1734,11918,9600,1757,11663,727,19647,8000,1755,9850,8,870,16704,11500
2,1,17500,3375,17189,17500,3251,17585,8362,29387,18800,3148,17757,17,8089,31414,2500
2,8,2800,2079,3853,2900,1950,3717,302,6327,3400,2010,4202,-15,277,7247,9900
2,7,11500,1740,12779,11900,1641,12964,1537,24762,9700,1935,11020,15,1810,20514,10600
2,4,25200,7028,19653,25300,7021,19728,785,32767,25300,6692,20338,-25,591,32767,5400
2,4,8000,1629,4386,7700,1657,4200,3258,15316,7400,1401,4209,22,3047,14547,5500
2,9,25100,2412,23502,25000,2545,23291,339,32767,25100,2489,23408,30,345,32767,11700
2,14,25400,2407,23794,25500,2377,24062,808,32767,25500,2327,24185,-2,695,32767,17800
2,4,23500,7028,19653,23600,7021,19728,1183,32767,24500,6692,20338,-20,843,32767,5400
2,8,25200,2871,23049,25000,2856,23260,2512,32767,24900,2634,23572,5,2531,32767,10900
2,3,5600,1828,4514,6000,2163,4646,3652,12397,6700,2199,5155,29,3493,13847,6700
2,2,13000,3008,6161,14600,3144,6819,8291,27087,15100,3191,7533,24,8104,27933,4100
2,6,3500,2398,4523,3400,2541,4391,827,6256,3900,2721,4888,40,781,7410,6900
2,14,24200,2407,23794,24500,2377,24062,645,32767,24700,2327,24185,2,627,32767,17800
2,1,23800,1894,22575,24200,1887,22940,772,32767,24600,1857,23354,20,787,32767,2800
2,7,24800,3138,22395,25100,3119,22441,2422,32767,25300,3016,22701,1,2116,32767,9300
2,9,3400,2337,4534,3600,2432,4581,304,7841,4100,2412,4986,-22,343,8802,11500
2,8,23500,1586,24055,23500,1540,24144,3710,32767,23600,1480,24216,1,3300,32767,9200
2,10,2400,2122,3859,2500,2196,3861,425,4150,2900,2357,4398,-7,441,4999,10200
2,8,3900,2079,3853,4000,1950,3717,347,8281,4300,2010,4202,10,358,9029,9900
2,14,24400,2407,23794,24900,2377,24062,239,32767,25300,2327,24185,13,106,32767,17800
2,14,25400,2407,23794,25400,2377,24062,227,32767,25500,2327,24185,4,181,32767,17800
2,14,25400,2407,23794,25500,2377,24062,279,32767,25500,2327,24185,-5,164,32767,17800
2,6,3000,2398,4523,2900,2541,4391,1402,7456,3600,2721,4888,-4,1456,8802,6900
2,7,23300,2219,23248,23500,2204,23334,237,32767,24000,2117,23547,8,216,32767,8800
2,8,1400,2079,3853,1500,1950,3717,6612,12187,2600,2010,4202,3,6712,14350,9900
2,8,17600,2871,23049,18400,2856,23260,5437,32767,19800,2634,23572,32,5189,32767,10900
2,3,20900,1278,22187,21200,1288,21912,1939,32767,21900,1418,22073,15,1793,32767,5600
2,8,2700,2133,4230,2900,2220,4092,522,5818,3900,2382,4783,15,543,7843,8400
2,5,25200,2689,23128,25500,2735,23347,739,32767,25500,2430,23693,-18,520,32767,6800
2,6,2800,2398,4523,2900,2541,4391,1272,7289,3900,2721,4888,-25,1183,9200,6900
2,10,2700,2122,3859,2700,2196,3861,425,5637,3200,2357,4398,17,485,6677,10200
2,7,23200,3138,22395,23100,3119,22441,504,32767,23400,3016,22701,-20,516,32767,9300
2,10,3000,2122,3859,2800,2196,3861,243,5877,3300,2357,4398,21,214,6797,10200
2,3,13900,2220,13761,13500,2419,13241,2062,29029,13300,2649,13005,-44,2125,28791,7400
2,14,22500,2407,23794,22200,2377,24062,7241,32767,23000,2327,24185,11,6810,32767,17800
